cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
lcdr2 pre-conformed,structure,biological activity,sequence,stabilizes,1,1,high,LCDR2 structurally pre-conformed from germline to interact with V2 residue Lys169.
affinity maturation process,sequence,increase in KD,stability,inhibits,1,1,high,only a few contacts were responsible for a 2000-fold increase in KD through maturation.
improvement in off-rate,stability,increase in KD,stability,stabilizes,1,1,high,this effect was predominantly due to an improvement in off-rate.
anti-infliximab mAb,sequence,loss of efficacy,stability,promotes,1,1,high,"development of anti-infliximab antibodies, which can lead to loss of therapeutic efficacy."
trough infliximab <=1ug/mL,stability,c-reactive protein concentration,quality_outcome,increases,1,1,high,C-reactive protein was found to be significantly higher where infliximab was <=1 compared to >1ug/mL.
sip format,structure,stability,stability,destabilizes,1,1,high,the ADC products in IgG format were substantially more stable compared with the SIP format
pH 4.5,formulation,fragmentation,stability,promotes,1,1,high,a greater fragmentation
igg format,structure,increased stability,stability,stabilizes,1,1,high,the ADC products in IgG format were substantially more stable compared with the SIP format
pH,formulation,sec elution volumes,quality_outcome,highly dependent,1,1,high,SEC elution volumes of the heavy and light chains were found to be highly pH dependent
chromice method,formulation,time and labor,stability,decreases,1,1,high,ChromiCE method substantially decreases the time and labor needed to complete the analysis
chromice method,formulation,reproducibility,stability,improves,1,1,high,improves reproducibility
chromice method,formulation,charge heterogeneity,quality_outcome,provides,1,1,high,provides fully quantitative assessment of charge heterogeneity
concentration-dependent reversible self-association,stability,adverse effects,quality_outcome,promotes,1,1,high,Protein self-association or aggregation is a property of significant concern for biopharmaceutical products due to the p
varying ph of formulation buffer,formulation,reversible self-association,stability,decreases,1,1,high,we also initiated preliminary work aimed at reducing the occurrence of this RSA behavior by varying the pH of the formul
castanospermine alterations of IgG glycosylation,sequence,antibody-dependent cytotoxicity,quality_outcome,stabilizes,1,1,high,enhanced cytotoxicity was mediated by natural killer cells... when target cells were sensitized with IgG bearing the aty
cdr charge patch engineering,sequence,clearance,stability,stabilizes,1,1,high,CDR charge patch engineering to decrease charge-related non-specific binding can have a significant impact on improving 
enhanced FcRn binding,structure,pharmacokinetics,stability,stabilizes,1,1,medium,improved pharmacokinetics through enhanced FcRn interactions were apparent for a CDR charge-patch normalized mAb.
non-specific clearance,formulation,pharmacokinetics,stability,modifies,1,1,medium,improved pharmacokinetics through enhanced FcRn interactions were apparent for a CDR charge-patch normalized mAb which w
pH 6.2,formulation,loss of solubility,stability,induces,1,1,high,plasma proteins...lost solubility at the resulting pH in the mixture with formulated Avastin (pH 6.2) and Herceptin (pH 
pH 6.5-6.8,formulation,precipitation,stability,induces,1,1,high,"dextrose induced pH-dependent precipitation of plasma proteins, with massive insoluble aggregates being detected at pH 6"
pH 7.2,formulation,aggregation profile reversal,stability,inhibits,1,1,high,switching formulation buffers for Avastin (pH 6.2) and Remicade (pH 7.2) reversed their aggregation profiles.
pH 4.5,formulation,additional thermal transition peaks,stability,promotes,1,1,high,pH 4.5 induced additional thermal transition peaks occurring at a low temperature
disulfide linkers,structure,drug release rates,stability,modifies,1,1,high,revealing a novel mechanism for the control of disulfide-based drug release rates
ly proteolytic degradation pcsk9,structure,biological activity,stability,stabilizes,1,1,high,LY... extends its duration of action.
mAbs span furin cleavage site,sequence,increased PCSK9 accumulation,stability,destabilizes,1,1,high,these other mAbs caused a significant accumulation of serum PCSK9.
ly cleavage-blocking mAb,structure,biological activity,stability,destabilizes,1,1,high,its duration of LDL lowering was reduced.
immune response,biological mechanism,limits clinical efficacy and safety,stability,destabilizes,1,1,high,"some patients generate an immune response to such drugs, potentially limiting clinical efficacy and safety."
faster cooling rates,stress,aggregation,stability,promotes,1,1,high,faster cooling rates (>100 degrees C/min) result in trehalose crystallization and protein aggregation
slower cooling rates,stress,stability,stability,inhibits,1,1,high,"at slower cooling rates (<=1 degrees C/min), trehalose remains predominantly amorphous and there is no effect on protein"
-14 degrees c storage temperature,stress,aggregation,stability,increases,1,1,high,aggregation increases more rapidly at -14 degrees C compared with higher (-8 degrees C) and lower (-20 degrees C) storag
-20 degrees c storage temperature,stress,aggregation,stability,increases,1,1,high,a relatively higher amount of cumulative aggregation was observed at lower (-20 degrees C) temperature compared with hig
trehalose-mAb ratio,formulation,physically stabilizing formulations,stability,stabilizes,1,1,high,"optimal range of trehalose-mAb (w/w) ratio, 0.2-2.4, capable of physically stabilizing mAb formulations during long-term"
ATR-107,sequence,increased DC activation,quality_outcome,promotes,1,1,high,"ATR-107 induced increased DC activation exemplified by up-regulation of DC surface expression of CD86, CD274 (PD-L1) and"
ATR-107,sequence,instability,quality_outcome,promotes,1,1,high,elevated secretion of tumour necrosis factor (TNF)-alpha by DCs
ATR-107,sequence,t cell proliferative response,quality_outcome,promotes,1,1,high,DCs exposed to ATR-107 stimulated an autologous T cell proliferative response in human donor cells
high ionic strength,stress,precipitation,stability,promotes,1,1,high,Precipitation of mAb-G solutions was most prominent at high ionic strength conditions
presence of hydrophobic groups,sequence,instability,stability,destabilizes,1,1,high,presence of hydrophobic groups in the CDR of mAb-G may be responsible for compromising its solubility
low albumin,formulation,faster clearance,stability,promotes,1,1,high,"patients whose factors predispose them to having faster clearance such as severe disease, low albumin."
DC IL-2c treatment,formulation,biological activity,quality_outcome,stabilizes,1,1,high,"DC + IL-2c treatment enhances number, 41BB and GITR expression, granzyme B production"
DC IL-2c treatment,formulation,improves,quality_outcome,stabilizes,1,1,high,DC immunization coupled with stabilized IL-2c infusion drastically improves the tumor-specific effector CD8 T cell respo
il-2c treatment,formulation,biological activity,quality_outcome,stabilizes,1,1,high,IL-2c treatment of anti-CD3-stimulated human CD8 T cells resulted in higher number and granzyme B production
polysorbate 20,formulation,particle formation,quality_outcome,stabilizes,1,1,high,polysorbate 20 reduced particle formation when added at concentrations above or below the critical micelle concentration
polysorbate 20,formulation,adsorption,stability,stabilizes,1,1,high,the ability of polysorbate 20 to decrease particle generation... corresponded with its ability to inhibit gelation of th
chLpMab-7,sequence,suppressed metastasis,stability,stabilizes,1,1,high,chLpMab-7 suppressed the hematogenous metastasis of hPDPN-expressing tumors.
chLpMab-7,sequence,inhibition,stability,stabilizes,1,1,high,chLpMab-7 inhibited the growth of hPDPN-expressing tumors in vivo.
sulfated residues,sequence,potency,stability,stabilizes,1,1,high,tyrosine sulfation is critical for the potency of PG9 and RSH
fucose-free,sequence,immunogenicity,quality_outcome,stabilizes,1,1,high,fucose-free antibodies generated in N. benthamiana are capable of inducing antibody-dependent cellular cytotoxicity
glycan,formulation,effector function,quality_outcome,stabilizes,1,1,high,tailoring of the antigen-binding site combined with glycan modulation and sulfoengineering yielded plant-produced anti-H
lower solubilities of longer chain ffas,formulation,ffa precipitation,quality_outcome,promotes,1,1,high,the lower solubilities of the longer chain FFAs...is the primary cause of seeding and subsequent FFA precipitation
polysorbate 20 degradation,formulation,accumulation,stability,promotes,1,1,high,PS20 degradation resulted in the accumulation of free fatty acids (FFA)
accumulation of free fatty acids,stability,particle formation,quality_outcome,promotes,1,1,high,which ultimately precipitated to form particles upon long-term storage
